,_id,accepted,id,score
79,582d2bc422674196c9e3be02,,40445716,0.0
80,582d2bd822674196c9e3be0c,,40445701,2.0
81,582d2bd822674196c9e3be0d,,40445701,0.0
82,582d2bd822674196c9e3be0e,accepted,40445701,
83,582d2be222674196c9e3be14,,40445695,0.0
84,582d2be222674196c9e3be15,accepted,40445695,
85,582d2bef22674196c9e3be1c,,40445687,1.0
86,582d2bf822674196c9e3be21,,40445680,1.0
87,582d2bf822674196c9e3be22,accepted,40445680,
88,582d2c0522674196c9e3be25,,40445677,0.0
89,582d2c0c22674196c9e3be28,,40445672,36.0
90,582d2c0c22674196c9e3be29,accepted,40445672,
91,582d2c1722674196c9e3be2f,,40445666,0.0
92,582d2c1b22674196c9e3be32,,40445652,0.0
93,582d2c1b22674196c9e3be33,,40445652,0.0
94,582d2c1b22674196c9e3be34,accepted,40445652,
95,582d2c2222674196c9e3be39,,40445648,3.0
96,582d2c2222674196c9e3be3a,,40445648,1.0
97,582d2c2222674196c9e3be3b,accepted,40445648,
98,582d2c2622674196c9e3be3e,,40445647,1.0
99,582d2c2622674196c9e3be3f,accepted,40445647,
100,582d2c4722674196c9e3be4b,,40445634,0.0
101,582d2c4b22674196c9e3be4e,,40445629,1.0
102,582d2c4c22674196c9e3be4f,accepted,40445629,
103,582d2c6c22674196c9e3be5b,,40445595,4.0
104,582d2c6c22674196c9e3be5c,accepted,40445595,
105,582d2c8022674196c9e3be63,,40445591,2.0
106,582d2c8022674196c9e3be64,accepted,40445591,
107,582d2c9b22674196c9e3be71,,40445571,0.0
108,582d2cb522674196c9e3be7f,,40445543,0.0
109,582d2cbe22674196c9e3be84,,40445537,408.0
110,582d2cbe22674196c9e3be85,,40445537,168.0
111,582d2cbe22674196c9e3be86,,40445537,81.0
112,582d2cbe22674196c9e3be87,,40445537,40.0
113,582d2cbe22674196c9e3be88,,40445537,25.0
114,582d2cbe22674196c9e3be89,,40445537,20.0
115,582d2cbe22674196c9e3be8a,,40445537,13.0
116,582d2cbe22674196c9e3be8b,,40445537,10.0
117,582d2cbe22674196c9e3be8c,,40445537,5.0
118,582d2cbe22674196c9e3be8d,,40445537,5.0
119,582d2cbe22674196c9e3be8e,,40445537,3.0
120,582d2cbe22674196c9e3be8f,,40445537,3.0
121,582d2cbe22674196c9e3be90,,40445537,2.0
122,582d2cbe22674196c9e3be91,,40445537,2.0
123,582d2cbe22674196c9e3be92,,40445537,1.0
124,582d2cbe22674196c9e3be93,,40445537,1.0
125,582d2cbe22674196c9e3be94,,40445537,1.0
126,582d2cbe22674196c9e3be95,,40445537,0.0
127,582d2cbe22674196c9e3be96,accepted,40445537,
128,582d2ccf22674196c9e3be9f,,40445518,1.0
129,582d2cd422674196c9e3bea2,,40445517,0.0
130,582d2cd422674196c9e3bea3,accepted,40445517,
131,582d2ce322674196c9e3beaa,,40445510,1.0
132,582d2ce322674196c9e3beab,,40445510,1.0
133,582d2ce322674196c9e3beac,,40445510,0.0
134,582d2ce322674196c9e3bead,accepted,40445510,
135,582d2ce922674196c9e3beb0,,40445509,0.0
136,582d2ced22674196c9e3beb3,,40445508,3.0
137,582d2ced22674196c9e3beb4,accepted,40445508,
138,582d2cf122674196c9e3beb7,,40445506,1.0
139,582d2cf122674196c9e3beb8,accepted,40445506,
140,582d2cfc22674196c9e3bebe,,40445478,2.0
141,582d2d0522674196c9e3bec3,,40445459,0.0
142,582d2d6922674196c9e3bec6,,40445455,4.0
143,582d2d6922674196c9e3bec7,accepted,40445455,
144,582d2da022674196c9e3beca,,40445436,1.0
145,582d2da022674196c9e3becb,accepted,40445436,
146,582d2da422674196c9e3bece,,40445433,1.0
147,582d2db022674196c9e3bed5,,40445422,60.0
148,582d2db022674196c9e3bed6,,40445422,19.0
149,582d2db022674196c9e3bed7,,40445422,10.0
150,582d2db022674196c9e3bed8,,40445422,9.0
151,582d2db022674196c9e3bed9,,40445422,3.0
152,582d2db022674196c9e3beda,,40445422,2.0
153,582d2db022674196c9e3bedb,,40445422,2.0
154,582d2db022674196c9e3bedc,accepted,40445422,
155,582d2dbc22674196c9e3bee3,,40445413,1.0
156,582d2dbc22674196c9e3bee4,,40445413,0.0
157,582d2dc422674196c9e3bee9,,40445410,0.0
158,582d2dc422674196c9e3beea,accepted,40445410,
159,582d2dc822674196c9e3beed,,40445409,0.0
160,582d2dcb22674196c9e3bef0,,40445406,0.0
161,582d2dd222674196c9e3bef5,,40445391,0.0
162,582d2dd622674196c9e3bef8,,40445390,2.0
163,582d2dd622674196c9e3bef9,,40445390,0.0
164,582d2dd622674196c9e3befa,,40445390,0.0
165,582d2dd622674196c9e3befb,accepted,40445390,
166,582d2dd922674196c9e3befe,,40445389,0.0
167,582d2dd922674196c9e3beff,,40445389,0.0
168,582d2ddd22674196c9e3bf02,,40445388,2.0
169,582d2de122674196c9e3bf05,,40445387,3.0
170,582d2de622674196c9e3bf08,,40445385,1.0
171,582d2de622674196c9e3bf09,,40445385,-1.0
172,582d2dee22674196c9e3bf0e,,40445383,61.0
173,582d2dee22674196c9e3bf0f,,40445383,21.0
174,582d2dee22674196c9e3bf10,,40445383,16.0
175,582d2dee22674196c9e3bf11,,40445383,5.0
176,582d2dee22674196c9e3bf12,,40445383,4.0
177,582d2dee22674196c9e3bf13,,40445383,0.0
178,582d2dee22674196c9e3bf14,,40445383,0.0
179,582d2dee22674196c9e3bf15,,40445383,0.0
180,582d2dee22674196c9e3bf16,accepted,40445383,
181,582d2dfc22674196c9e3bf1f,,40445361,1.0
182,582d2dfc22674196c9e3bf20,accepted,40445361,
183,582d2dff22674196c9e3bf23,,40445359,0.0
184,582d2e0a22674196c9e3bf2a,,40445354,1.0
185,582d2e0a22674196c9e3bf2b,accepted,40445354,
186,582d2e0e22674196c9e3bf2e,,40445351,1.0
187,582d2e1222674196c9e3bf31,,40445350,0.0
188,582d2e1222674196c9e3bf32,accepted,40445350,
189,582d2e1622674196c9e3bf35,,40445346,0.0
190,582d2e1622674196c9e3bf36,,40445346,0.0
191,582d2e1b22674196c9e3bf39,,40445345,1.0
192,582d2e1b22674196c9e3bf3a,,40445345,0.0
193,582d2e1b22674196c9e3bf3b,accepted,40445345,
194,582d2e3922674196c9e3bf4a,,40445307,0.0
195,582d2e4022674196c9e3bf4f,,40445302,0.0
196,582d2e5022674196c9e3bf57,,40445281,1.0
197,582d2e5822674196c9e3bf5c,,40445278,0.0
198,582d2e5b22674196c9e3bf5f,,40445277,0.0
199,582d2e6722674196c9e3bf66,,40445265,2.0
200,582d2e6722674196c9e3bf67,accepted,40445265,
201,582d2e7a22674196c9e3bf71,,40445255,0.0
202,582d2e7d22674196c9e3bf74,,40445254,0.0
203,582d2e8422674196c9e3bf78,,40445250,1.0
204,582d2e8922674196c9e3bf7b,,40445248,0.0
205,582d2e9822674196c9e3bf83,,40445234,0.0
206,582d2e9f22674196c9e3bf88,,40445227,2.0
207,582d2ecb22674196c9e3bf9e,,40445156,0.0
208,582d2ed622674196c9e3bfa5,,40445147,0.0
209,582d2ed622674196c9e3bfa6,accepted,40445147,
210,582d2eda22674196c9e3bfa9,,40445141,2.0
211,582d2eda22674196c9e3bfaa,,40445141,0.0
212,582d2eda22674196c9e3bfab,,40445141,0.0
213,582d2eda22674196c9e3bfac,accepted,40445141,
214,582d2edf22674196c9e3bfaf,,40445135,0.0
215,582d2edf22674196c9e3bfb0,,40445135,0.0
216,582d2edf22674196c9e3bfb1,accepted,40445135,
217,582d2eed22674196c9e3bfb9,,40445127,0.0
218,582d2eed22674196c9e3bfba,accepted,40445127,
219,582d2ef022674196c9e3bfbd,,40445126,0.0
220,582d2ef822674196c9e3bfc2,,40445116,1.0
221,582d2f0022674196c9e3bfc7,,40445095,0.0
222,582d2f0b22674196c9e3bfcd,,40445090,5.0
223,582d2f0e22674196c9e3bfd0,,40445080,1.0
224,582d2f0e22674196c9e3bfd1,accepted,40445080,
225,582d2f1322674196c9e3bfd4,,40445076,2.0
226,582d2f1322674196c9e3bfd5,accepted,40445076,
227,582d2f1722674196c9e3bfd8,,40445075,267.0
228,582d2f1722674196c9e3bfd9,,40445075,6.0
229,582d2f1722674196c9e3bfda,,40445075,4.0
230,582d2f1722674196c9e3bfdb,accepted,40445075,
231,582d2f2222674196c9e3bfe1,,40445068,1.0
232,582d2f2222674196c9e3bfe2,accepted,40445068,
233,582d2f2622674196c9e3bfe5,,40445063,1.0
234,582d2f2a22674196c9e3bfe8,,40445059,1.0
235,582d2f3322674196c9e3bfed,,40445046,3.0
236,582d2f3322674196c9e3bfee,,40445046,3.0
237,582d2f3322674196c9e3bfef,,40445046,1.0
238,582d2f3322674196c9e3bff0,,40445046,0.0
239,582d2f3322674196c9e3bff1,,40445046,0.0
240,582d2f3322674196c9e3bff2,accepted,40445046,
241,582d2f3a22674196c9e3bff6,,40445033,1.0
242,582d2f3a22674196c9e3bff7,accepted,40445033,
243,582d2f4622674196c9e3bffd,,40445023,2.0
244,582d2f4e22674196c9e3c002,,40445021,0.0
245,582d2f5222674196c9e3c005,,40445020,1.0
246,582d2f5222674196c9e3c006,,40445020,1.0
247,582d2f5222674196c9e3c007,accepted,40445020,
248,582d2f6922674196c9e3c012,,40444996,1.0
249,582d2f6922674196c9e3c013,accepted,40444996,
250,582d2f6e22674196c9e3c016,,40444995,0.0
251,582d2f6e22674196c9e3c017,accepted,40444995,
252,582d2f7c22674196c9e3c01e,,40444978,120.0
253,582d2f7c22674196c9e3c01f,,40444978,22.0
254,582d2f7c22674196c9e3c020,,40444978,3.0
255,582d2f7c22674196c9e3c021,,40444978,1.0
256,582d2f7c22674196c9e3c022,,40444978,0.0
257,582d2f7c22674196c9e3c023,accepted,40444978,
258,582d2f8222674196c9e3c026,,40444975,0.0
259,582d2f8622674196c9e3c029,,40444971,0.0
260,582d2f8a22674196c9e3c02c,,40444967,1.0
261,582d2f8a22674196c9e3c02d,accepted,40444967,
262,582d2f9c22674196c9e3c038,,40444953,0.0
263,582d2fa422674196c9e3c03c,,40444941,1.0
264,582d2fb022674196c9e3c043,,40444938,0.0
265,582d2fb022674196c9e3c044,accepted,40444938,
266,582d2fbe22674196c9e3c04d,,40444930,3.0
267,582d2fc622674196c9e3c052,,40444925,1.0
268,582d2fd022674196c9e3c057,,40444916,1423.0
269,582d2fd022674196c9e3c058,,40444916,166.0
270,582d2fd022674196c9e3c059,,40444916,160.0
271,582d2fd022674196c9e3c05a,,40444916,105.0
272,582d2fd022674196c9e3c05b,,40444916,91.0
273,582d2fd022674196c9e3c05c,,40444916,66.0
274,582d2fd022674196c9e3c05d,,40444916,55.0
275,582d2fd022674196c9e3c05e,,40444916,50.0
276,582d2fd022674196c9e3c05f,,40444916,44.0
277,582d2fd022674196c9e3c060,,40444916,41.0
278,582d2fd022674196c9e3c061,,40444916,30.0
279,582d2fd022674196c9e3c062,,40444916,23.0
280,582d2fd022674196c9e3c063,,40444916,23.0
281,582d2fd022674196c9e3c064,,40444916,23.0
282,582d2fd022674196c9e3c065,,40444916,19.0
283,582d2fd022674196c9e3c066,,40444916,18.0
284,582d2fd022674196c9e3c067,,40444916,15.0
285,582d2fd022674196c9e3c068,,40444916,14.0
286,582d2fd022674196c9e3c069,,40444916,4.0
287,582d2fd122674196c9e3c06a,,40444916,-1.0
288,582d2fd122674196c9e3c06b,,40444916,-1.0
289,582d2fd122674196c9e3c06c,accepted,40444916,
290,582d2fd422674196c9e3c06f,,40444915,1.0
291,582d2fdc22674196c9e3c074,,40444908,131.0
292,582d2fdc22674196c9e3c075,,40444908,153.0
293,582d2fdc22674196c9e3c076,,40444908,37.0
294,582d2fdc22674196c9e3c077,,40444908,29.0
295,582d2fdc22674196c9e3c078,accepted,40444908,
296,582d2fe122674196c9e3c07b,,40444907,223.0
297,582d2fe122674196c9e3c07c,,40444907,19.0
298,582d2fe122674196c9e3c07d,,40444907,15.0
299,582d2fe122674196c9e3c07e,,40444907,13.0
300,582d2fe122674196c9e3c07f,,40444907,12.0
301,582d2fe122674196c9e3c080,,40444907,11.0
302,582d2fe122674196c9e3c081,,40444907,10.0
303,582d2fe122674196c9e3c082,,40444907,7.0
304,582d2fe122674196c9e3c083,,40444907,7.0
305,582d2fe122674196c9e3c084,,40444907,6.0
306,582d2fe122674196c9e3c085,,40444907,6.0
307,582d2fe122674196c9e3c086,,40444907,5.0
308,582d2fe122674196c9e3c087,,40444907,4.0
309,582d2fe122674196c9e3c088,,40444907,4.0
310,582d2fe122674196c9e3c089,,40444907,4.0
311,582d2fe122674196c9e3c08a,,40444907,2.0
312,582d2fe122674196c9e3c08b,,40444907,0.0
313,582d2fe122674196c9e3c08c,,40444907,0.0
314,582d2fe122674196c9e3c08d,,40444907,-2.0
315,582d2fe122674196c9e3c08e,,40444907,-2.0
316,582d2ff022674196c9e3c097,,40444885,0.0
317,582d2ffa22674196c9e3c09c,,40444878,1.0
318,582d2ffa22674196c9e3c09d,,40444878,0.0
319,582d2ffa22674196c9e3c09e,accepted,40444878,
320,582d2ffe22674196c9e3c0a1,,40444877,0.0
321,582d300122674196c9e3c0a4,,40444868,0.0
322,582d300122674196c9e3c0a5,accepted,40444868,
323,582d300522674196c9e3c0a8,,40444866,0.0
324,582d300922674196c9e3c0ab,,40444862,1.0
325,582d301922674196c9e3c0b4,,40444850,1.0
326,582d301922674196c9e3c0b5,accepted,40444850,
327,582d302222674196c9e3c0ba,,40444843,0.0
328,582d302222674196c9e3c0bb,accepted,40444843,
329,582d303c22674196c9e3c0c7,,40444823,1.0
330,582d303c22674196c9e3c0c8,accepted,40444823,
331,582d303f22674196c9e3c0cb,,40444808,0.0
332,582d304a22674196c9e3c0d2,,40444793,4.0
333,582d304f22674196c9e3c0d5,,40444786,1.0
334,582d305322674196c9e3c0d8,,40444784,702.0
335,582d305322674196c9e3c0d9,,40444784,134.0
336,582d305322674196c9e3c0da,,40444784,29.0
337,582d305322674196c9e3c0db,,40444784,25.0
338,582d305322674196c9e3c0dc,,40444784,16.0
339,582d305322674196c9e3c0dd,,40444784,9.0
340,582d305322674196c9e3c0de,,40444784,6.0
341,582d305322674196c9e3c0df,,40444784,-3.0
342,582d305322674196c9e3c0e0,accepted,40444784,
343,582d306d22674196c9e3c0ed,,40444743,13.0
344,582d306d22674196c9e3c0ee,,40444743,38.0
345,582d306d22674196c9e3c0ef,,40444743,12.0
346,582d306d22674196c9e3c0f0,,40444743,1.0
347,582d306d22674196c9e3c0f1,,40444743,0.0
348,582d306d22674196c9e3c0f2,,40444743,0.0
349,582d306d22674196c9e3c0f3,,40444743,-4.0
350,582d306d22674196c9e3c0f4,accepted,40444743,
351,582d307522674196c9e3c0f9,,40444725,0.0
352,582d308522674196c9e3c101,,40444718,1.0
353,582d308922674196c9e3c104,,40444717,0.0
354,582d309122674196c9e3c109,,40444707,0.0
355,582d309522674196c9e3c10c,,40444701,0.0
356,582d30a022674196c9e3c112,,40444674,1.0
357,582d30ab22674196c9e3c119,,40444652,0.0
358,582d30ab22674196c9e3c11a,accepted,40444652,
359,582d30af22674196c9e3c11d,,40444650,0.0
360,582d30af22674196c9e3c11e,accepted,40444650,
361,582d30b322674196c9e3c121,,40444645,0.0
362,582d30d422674196c9e3c131,,40444618,1.0
363,582d30d422674196c9e3c132,accepted,40444618,
364,582d30d722674196c9e3c135,,40444613,0.0
365,582d30df22674196c9e3c13a,,40444607,23.0
366,582d30df22674196c9e3c13b,,40444607,8.0
367,582d30df22674196c9e3c13c,,40444607,1.0
368,582d30df22674196c9e3c13d,,40444607,-2.0
369,582d30df22674196c9e3c13e,,40444607,-2.0
370,582d30df22674196c9e3c13f,accepted,40444607,
371,582d310422674196c9e3c152,,40444581,0.0
372,582d310422674196c9e3c153,accepted,40444581,
373,582d311622674196c9e3c15d,,40444547,55.0
374,582d311622674196c9e3c15e,,40444547,9.0
375,582d311622674196c9e3c15f,,40444547,8.0
376,582d311622674196c9e3c160,accepted,40444547,
377,582d312322674196c9e3c167,,40444521,1.0
378,582d312322674196c9e3c168,accepted,40444521,
379,582d313a22674196c9e3c175,,40444503,1.0
380,582d314222674196c9e3c17a,,40444500,1.0
381,582d314a22674196c9e3c17f,,40444482,1.0
382,582d314a22674196c9e3c180,,40444482,0.0
383,582d314a22674196c9e3c181,accepted,40444482,
384,582d315222674196c9e3c186,,40444473,1.0
385,582d315222674196c9e3c187,accepted,40444473,
386,582d316222674196c9e3c190,,40444446,0.0
387,582d317822674196c9e3c19c,,40444419,1.0
388,582d318022674196c9e3c1a1,,40444410,1.0
389,582d318022674196c9e3c1a2,accepted,40444410,
390,582d318422674196c9e3c1a5,,40444408,1.0
391,582d318422674196c9e3c1a6,accepted,40444408,
392,582d319122674196c9e3c1ae,,40444374,0.0
393,582d31a422674196c9e3c1b9,,40444355,1.0
394,582d31a422674196c9e3c1ba,accepted,40444355,
395,582d31ac22674196c9e3c1bf,,40444340,1.0
396,582d31ac22674196c9e3c1c0,accepted,40444340,
397,582d31af22674196c9e3c1c3,,40444338,0.0
398,582d31be22674196c9e3c1cc,,40444304,0.0
399,582d31cd22674196c9e3c1d5,,40444280,0.0
400,582d321d22674196c9e3c1fb,,40444192,1.0
401,582d321d22674196c9e3c1fc,accepted,40444192,
402,582d322122674196c9e3c1ff,,40444187,1.0
403,582d322d22674196c9e3c206,,40444158,2.0
404,582d322d22674196c9e3c207,accepted,40444158,
405,582d323422674196c9e3c20b,,40444152,1.0
406,582d323422674196c9e3c20c,accepted,40444152,
407,582d323822674196c9e3c20f,,40444149,2.0
408,582d323b22674196c9e3c212,,40444148,0.0
409,582d324322674196c9e3c217,,40444143,0.0
410,582d324322674196c9e3c218,,40444143,0.0
411,582d324322674196c9e3c219,,40444143,0.0
412,582d324322674196c9e3c21a,accepted,40444143,
413,582d324722674196c9e3c21d,,40444133,0.0
414,582d34e92267419d938c2bc0,,40444355,1.0
415,582d34e92267419d938c2bc1,accepted,40444355,
416,582d34f32267419d938c2bc6,,40444340,1.0
417,582d34f32267419d938c2bc7,accepted,40444340,
418,582d34f82267419d938c2bca,,40444338,0.0
419,582d35092267419d938c2bd3,,40444304,0.0
420,582d351d2267419d938c2bdc,,40444280,0.0
421,582d35802267419d938c2c02,,40444192,1.0
422,582d35802267419d938c2c03,accepted,40444192,
423,582d35842267419d938c2c06,,40444187,1.0
424,582d35922267419d938c2c0d,,40444158,2.0
425,582d35922267419d938c2c0e,accepted,40444158,
426,582d359b2267419d938c2c12,,40444152,1.0
427,582d359b2267419d938c2c13,accepted,40444152,
428,582d35a02267419d938c2c16,,40444149,2.0
429,582d35a42267419d938c2c19,,40444148,0.0
430,582d35ae2267419d938c2c1e,,40444143,0.0
431,582d35ae2267419d938c2c1f,,40444143,0.0
432,582d35ae2267419d938c2c20,,40444143,0.0
433,582d35ae2267419d938c2c21,accepted,40444143,
434,582d35b22267419d938c2c24,,40444133,0.0
435,582d35e92267419d938c2c3d,,40444072,2.0
436,582d35e92267419d938c2c3e,accepted,40444072,
437,582d35ed2267419d938c2c41,,40444068,0.0
438,582d35ed2267419d938c2c42,accepted,40444068,
439,582d35fa2267419d938c2c49,,40444064,0.0
440,582d36072267419d938c2c4f,,40444048,0.0
441,582d36112267419d938c2c54,,40444043,1.0
442,582d36352267419d938c2c63,,40444012,1.0
443,582d36352267419d938c2c64,,40444012,1.0
444,582d36352267419d938c2c65,,40444012,0.0
445,582d364c2267419d938c2c6f,,40443988,2.0
446,582d364c2267419d938c2c70,,40443988,0.0
447,582d36512267419d938c2c73,,40443980,0.0
448,582d365a2267419d938c2c78,,40443975,0.0
449,582d366c2267419d938c2c81,,40443957,0.0
450,582d366c2267419d938c2c82,accepted,40443957,
451,582d36842267419d938c2c8d,,40443944,3.0
452,582d36842267419d938c2c8e,accepted,40443944,
453,582d36aa2267419d938c2c9f,,40443894,2.0
454,582d36aa2267419d938c2ca0,accepted,40443894,
455,582d36b42267419d938c2ca5,,40443881,0.0
456,582d36b42267419d938c2ca6,,40443881,0.0
457,582d36b42267419d938c2ca7,,40443881,0.0
458,582d36bd2267419d938c2cac,,40443863,0.0
459,582d36c22267419d938c2caf,,40443862,0.0
460,582d36e92267419d938c2cbe,,40443839,-1.0
461,582d36f32267419d938c2cc3,,40443836,1.0
462,582d36f82267419d938c2cc6,,40443835,69.0
463,582d36f82267419d938c2cc7,,40443835,40.0
464,582d36f82267419d938c2cc8,,40443835,27.0
465,582d36f82267419d938c2cc9,,40443835,9.0
466,582d36f82267419d938c2cca,,40443835,7.0
467,582d36f82267419d938c2ccb,,40443835,6.0
468,582d36f82267419d938c2ccc,,40443835,1.0
469,582d36f82267419d938c2ccd,accepted,40443835,
470,582d37032267419d938c2cd2,,40443824,232.0
471,582d37032267419d938c2cd3,,40443824,45.0
472,582d37032267419d938c2cd4,,40443824,33.0
473,582d37032267419d938c2cd5,,40443824,18.0
474,582d37032267419d938c2cd6,,40443824,7.0
475,582d37032267419d938c2cd7,,40443824,5.0
476,582d37032267419d938c2cd8,,40443824,4.0
477,582d37032267419d938c2cd9,,40443824,3.0
478,582d37032267419d938c2cda,,40443824,3.0
479,582d37032267419d938c2cdb,,40443824,1.0
480,582d37032267419d938c2cdc,,40443824,0.0
481,582d37032267419d938c2cdd,accepted,40443824,
482,582d37152267419d938c2ce4,,40443815,24.0
483,582d37152267419d938c2ce5,,40443815,3.0
484,582d37152267419d938c2ce6,,40443815,2.0
485,582d37152267419d938c2ce7,,40443815,0.0
486,582d37152267419d938c2ce8,,40443815,0.0
487,582d37152267419d938c2ce9,accepted,40443815,
488,582d372b2267419d938c2cf1,,40443802,1423.0
489,582d372b2267419d938c2cf2,,40443802,166.0
490,582d372b2267419d938c2cf3,,40443802,160.0
491,582d372b2267419d938c2cf4,,40443802,105.0
492,582d372b2267419d938c2cf5,,40443802,91.0
493,582d372b2267419d938c2cf6,,40443802,66.0
494,582d372b2267419d938c2cf7,,40443802,55.0
495,582d372b2267419d938c2cf8,,40443802,50.0
496,582d372b2267419d938c2cf9,,40443802,44.0
497,582d372b2267419d938c2cfa,,40443802,41.0
498,582d372b2267419d938c2cfb,,40443802,30.0
499,582d372b2267419d938c2cfc,,40443802,23.0
500,582d372c2267419d938c2cfd,,40443802,23.0
501,582d372c2267419d938c2cfe,,40443802,23.0
502,582d372c2267419d938c2cff,,40443802,19.0
503,582d372c2267419d938c2d00,,40443802,18.0
504,582d372c2267419d938c2d01,,40443802,15.0
505,582d372c2267419d938c2d02,,40443802,14.0
506,582d372c2267419d938c2d03,,40443802,4.0
507,582d372c2267419d938c2d04,,40443802,-1.0
508,582d372c2267419d938c2d05,,40443802,-1.0
509,582d372c2267419d938c2d06,accepted,40443802,
510,582d37502267419d938c2d13,,40443777,0.0
511,582d376d2267419d938c2d1f,,40443732,0.0
512,582d37772267419d938c2d23,,40443726,5.0
513,582d37772267419d938c2d24,accepted,40443726,
514,582d377c2267419d938c2d27,,40443725,69.0
515,582d377c2267419d938c2d28,,40443725,28.0
516,582d377c2267419d938c2d29,,40443725,16.0
517,582d377c2267419d938c2d2a,,40443725,6.0
518,582d377c2267419d938c2d2b,,40443725,6.0
519,582d377c2267419d938c2d2c,,40443725,2.0
520,582d377c2267419d938c2d2d,,40443725,1.0
521,582d377c2267419d938c2d2e,,40443725,1.0
522,582d377c2267419d938c2d2f,accepted,40443725,
523,582d37cb2267419d938c2d4e,,40443633,0.0
524,582d37cb2267419d938c2d4f,accepted,40443633,
